code,size,rooms,price,url,image_url,type,neighborhood,street,bedrooms,floor,interior,bathrooms,year_built,description,central_heating,yard
A11071,50 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A11071,https://novelestate.com/images/estate/20306/11.jpg,rent,Козле,,2,високо приземје,Наместен,1,2011,"Се издава наместен стан во Скопје, Козле со површина од 50 m2.
 Екстра: Клима, Греење на струја, Паркинг.
 Цена: 400 EUR",,
A12152,125 m²,4,1300 €,https://www.novelestate.com/estate_view.html?id=A12152,https://novelestate.com/images/estate/22195/29.jpg,rent,Кисела Вода,,3,15,Наместен,2,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 125 m2.
 Екстра: Клима, Лифт, Нова Зграда, Паркинг, Сопствено парно.
 Цена: 1300 EUR",,
A11907,84 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A11907,https://novelestate.com/images/estate/21776/viber_image_2024-11-04_13-03-31-433.jpg,rent,Карпош 1,ул.Мирка Гинова,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 1 со површина од 84 m2.
 Екстра: Клима, Сопствено парно, Интернет, Кабловска ТВ, Нова Зграда, Паркинг.
 Цена: 500 EUR",,
A5587,115 m²,4,500 €,https://www.novelestate.com/estate_view.html?id=A5587,https://novelestate.com/images/estate/10277/DSC02845.JPG,rent,Центар,,3,1/3,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 115 m2.
 Екстра: Клима, Греење на струја, Лифт, Краток престој.
 Цена: 500 EUR",,
A11191,54 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A11191,https://novelestate.com/images/estate/20520/5.jpg,rent,Козле,,1,1,Наместен,1,2017,"Се издава наместен стан во Скопје, Козле со површина од 54 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Гаража.
 Цена: 400 EUR",,
A14979,116 m²,5,850 €,https://ww    w.novelestate.com/estate_view.html?id=A14979,https://novelestate.com/images/estate/27071/se-izdava-stan-vo-karpos-4 (4).jpeg,rent,Карпош 4,,4,1,Наместен,2,,"Се издава наместен стан во Скопје, Карпош 4 со површина од 116 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 850 EUR",Yes,
A15012,93 m²,4,1300 €,https://www.novelestate.com/estate_view.html?id=A15012,https://novelestate.com/images/estate/27124/viber_image_2024-08-30_12-23-40-068.jpg,rent,Водно,,3,3/3,Наместен,2,,"Целосно наместен стан со три спални соби (93м2+40м2 тераса), опремен со модерен мебел, во населбата Водно.Пространа распределба со отворен концепт на дневната соба и големи прозорци за обилна природна светлина;- Целосно опремена кујна со сите потребни апарати;- Кровна тераса (дополнителни 40м2) опремена со седечки сет и дрвена пергола, како и дополнителен тоалет;- Главна спална соба со кревет со димензии „king-size“;- 2 дополнителни спални соби (едната целосно опремена детска соба);- Неколку плакари со доволно простор за складирање во секоја од собите;- Приватен балкон на нивото на станот за уживање во утринското кафе или релаксирање со вечерни погледи кон градот;- 1 бања со туш кабина;- 1 тоалет со вклучена машина за перење и сушење;- Приватно паркинг место во затворена гаража.",,
A13907,85 m²,3,800 €,https://www.novelestate.com/estate_view.html?id=A13907,https://novelestate.com/images/estate/24998/viber_image_2021-11-29_12-06-03-378.jpg,rent,Капиштец,,,4/7,Наместен,2,,"Се издава наместен стан во Скопје, Капиштец со површина од 85 m2.
 Екстра: Централно Парно, Лифт, Нова Зграда, Гаража, Клима.
 Цена: 800 EUR",Yes,
A11696,50 m²,2,Please contact,https://www.novelestate.com/estate_view.html?id=A11696,https://novelestate.com/images/estate/21434/Se-izdava-namesten-stan-od-50m2-vo-Centar.jpeg,rent,Центар,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 50 m2.
 Екстра: Клима, Централно Парно.
 Цена: 0 EUR",Yes,
A6298,53 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A6298,https://novelestate.com/images/estate/11285/45645056_492345747916023_8054759565016694784_n.jpg,rent,Тафталиџе 1,,2,2/3,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 53 m2.
 Екстра: Клима, Сопствено парно, Интернет, Нова Зграда, Паркинг.
 Цена: 400 EUR",,
A12729,53 m²,2,Please contact,https://www.novelestate.com/estate_view.html?id=A12729,https://novelestate.com/images/estate/23208/Se-izdava-stan-vo-Adora-Flatiron (3).jpeg,rent,Кисела Вода,,1,2,Празен,1,,"Се издава празен стан во Скопје, Кисела Вода со површина од 53 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 0 EUR",Yes,
A9979,66 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A9979,https://novelestate.com/images/estate/18305/2.jpeg,rent,Дебар Маало,,2,2/4,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 66 m2.
 Екстра: Клима, Централно Парно, Лифт, Паркинг.
 Цена: 500 EUR",Yes,
A9242,78 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A9242,https://novelestate.com/images/estate/17036/ImageHandler (1).jpg,rent,Карпош 2,,2,5,Наместен,2,,"Се издава наместен стан во Скопје, Карпош 2 со површина од 78 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Студенти, Миленичиња.
 Цена: 400 EUR",Yes,
A15524,40 m²,2,370 €,https://www.novelestate.com/estate_view.html?id=A15524,https://novelestate.com/images/estate/27946/1.jpg,rent,Ново Лисиче,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Ново Лисиче со површина од 40 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 370 EUR",,
A15523,73 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A15523,https://novelestate.com/images/estate/27945/3.jpg,rent,Капиштец,,2,1,Празен,2,,"Се издава празен стан во Скопје, Капиштец со површина од 73 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 400 EUR",Yes,
A15522,47 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A15522,https://novelestate.com/images/estate/27944/1.jpg,rent,Дебар Маало,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 47 m2.
 Екстра: Клима, Греење на струја, Лифт.
 Цена: 400 EUR",,
A15521,110 m²,4,370 €,https://www.novelestate.com/estate_view.html?id=A15521,https://novelestate.com/images/estate/27943/1.jpg,rent,Црниче,,3,2,Наместен,1,,"Се издава наместен стан во Скопје, Црниче со површина од 110 m2.
 Екстра: Клима, Греење на струја.
 Цена: 370 EUR",,
A15520,47 m²,2,420 €,https://www.novelestate.com/estate_view.html?id=A15520,https://novelestate.com/images/estate/27942/2.jpg,rent,Аеродром - Нова Железничка,,1,8,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром - Нова Железничка со површина од 47 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 420 EUR",Yes,
A15519,73 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A15519,https://novelestate.com/images/estate/27941/1.jpg,rent,Центар,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 73 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда.
 Цена: 450 EUR",,
A15518,75 m²,3,600 €,https://www.novelestate.com/estate_view.html?id=A15518,https://novelestate.com/images/estate/27940/8.jpg,rent,Карпош 3,,2,8,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 3 со површина од 75 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 600 EUR",Yes,
A14494,44 m²,2,230 €,https://www.novelestate.com/estate_view.html?id=A14494,https://novelestate.com/images/estate/26319/f3c1c044-2331-4746-8501-e99e2fcf5a3d.jpg,rent,Аеродром,,1,9,Празен,1,,"Се издава празен стан во Скопје, Аеродром со површина од 44 m2.
 Екстра: Лифт, Нова Зграда, Кујнски елементи, Кујнски апарати.
 Цена: 230 EUR",,
A13299,60 m²,3,580 €,https://www.novelestate.com/estate_view.html?id=A13299,https://novelestate.com/images/estate/24116/Se-iznajmuva-Renoviran-Ekskluziven-stan-vo-centar.jpeg,rent,Центар - Универзална Сала,,2,3/7,Наместен,1,,"Се издава наместен стан во Скопје, Центар - Универзална Сала со површина од 60 m2.
 Екстра: Клима, Сопствено парно, Паркинг.
 Цена: 580 EUR",,
A9866,77 m²,3,550 €,https://www.novelestate.com/estate_view.html?id=A9866,https://novelestate.com/images/estate/18058/se-izdava-luksuzen-trosoben-stan-kompleks-mida (3).jpeg,rent,Карпош 2,,2,1,Наместен,2,,"Се издава наместен стан во Скопје, Карпош 2 со површина од 77 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 550 EUR",Yes,
A15517,54 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15517,https://novelestate.com/images/estate/27934/1.jpeg,rent,Кисела Вода,,1,6,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 54 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 350 EUR",Yes,
A12188,37 m²,1,330 €,https://www.novelestate.com/estate_view.html?id=A12188,https://novelestate.com/images/estate/22246/4.jpg,rent,Дебар Маало,,,3,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 37 m2.
 Екстра: Клима, Сопствено парно, Лифт.
 Цена: 330 EUR",,
A11220,50 m²,2,290 €,https://www.novelestate.com/estate_view.html?id=A11220,https://novelestate.com/images/estate/20567/3.jpg,rent,Кисела Вода,,1,1/4,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 50 m2.
 Екстра: Клима, Паркинг.
 Цена: 290 EUR",,
A9276,65 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A9276,https://novelestate.com/images/estate/17100/7.jpg,rent,Мичурин,,2,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Мичурин со површина од 65 m2.
 Екстра: Клима, Греење на струја.
 Цена: 400 EUR",,
A3462,65 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A3462,https://novelestate.com/images/estate/6427/1.jpg,rent,Дебар Маало,,2,2/4,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 65 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда.
 Цена: 400 EUR",,
A14566,40 m²,2,380 €,https://www.novelestate.com/estate_view.html?id=A14566,https://novelestate.com/images/estate/26420/3.jpg,rent,Аеродром,,1,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 40 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 380 EUR",Yes,
A15516,50 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A15516,https://novelestate.com/images/estate/27933/2.jpg,rent,Карпош 4,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 4 со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 300 EUR",Yes,
A5920,40 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A5920,https://novelestate.com/images/estate/10730/ImageHandler (1).jpg,rent,Центар - Универзална Сала,,1,високо приземје,Наместен,1,,"Се издава наместен стан во Скопје, Центар - Универзална Сала со површина од 40 m2.
 Екстра: Клима, Лифт, Нова Зграда.
 Цена: 300 EUR",,
A15441,81 m²,3,630 €,https://www.novelestate.com/estate_view.html?id=A15441,https://novelestate.com/images/estate/27813/0a622fe6-f88c-493b-9d45-856ca69a537f.jpg,rent,Центар,,2,12,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 81 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 630 EUR",Yes,
A15440,55 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A15440,https://novelestate.com/images/estate/27812/d40d3fde-9f09-4bf7-b45a-fd39049adc84.jpg,rent,Дебар Маало,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 55 m2.
 Екстра: Клима, Греење на струја.
 Цена: 400 EUR",,
A11152,66 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A11152,https://novelestate.com/images/estate/20452/Se-izdava-stan-vo-Karpos-sproti-gimnazija-Gjorgi (4).jpeg,rent,Тафталиџе 1,,2,3,Празен,1,,"Се издава празен стан во Скопје, Тафталиџе 1 со површина од 66 m2.
 Екстра: Сопствено парно.
 Цена: 350 EUR",,
A15479,77 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A15479,https://novelestate.com/images/estate/27874/5.jpg,rent,Центар,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 77 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 500 EUR",Yes,
A13876,44 m²,2,280 €,https://www.novelestate.com/estate_view.html?id=A13876,https://novelestate.com/images/estate/25151/4d2e5ef5-8663-4204-b272-27abe8e6eba5.jpg,rent,Кисела Вода,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 44 m2.
 Екстра: Клима, Греење на струја, Лифт, Нова Зграда.
 Цена: 280 EUR",,
A15397,57 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15397,https://novelestate.com/images/estate/27750/2.jpg,rent,Кисела Вода,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 57 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 350 EUR",Yes,
A15418,66 m²,3,600 €,https://www.novelestate.com/estate_view.html?id=A15418,https://novelestate.com/images/estate/27784/7.jpg,rent,Аеродром,,2,6,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 66 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 600 EUR",Yes,
A2191,65 m²,3,470 €,https://www.novelestate.com/estate_view.html?id=A2191,https://novelestate.com/images/estate/4488/2.jpg,rent,Центар,Позади Универзална Сала,,3/5,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 65 m2.
 Екстра: Централно Парно, Лифт, Клима, Гаража.
 Цена: 470 EUR",Yes,
A9528,26 m²,1,230 €,https://www.novelestate.com/estate_view.html?id=A9528,https://novelestate.com/images/estate/17464/1.jpg,rent,Аеродром,,,6,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 26 m2.
 Екстра: Централно Парно, Лифт, Нова Зграда.
 Цена: 230 EUR",Yes,
A15391,70 m²,3,550 €,https://www.novelestate.com/estate_view.html?id=A15391,https://novelestate.com/images/estate/27737/1.jpg,rent,Центар,,2,4,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 70 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 550 EUR",Yes,
A14852,65 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A14852,https://novelestate.com/images/estate/26879/7.jpeg,rent,Кисела Вода,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 65 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 400 EUR",Yes,
A12562,52 m²,2,380 €,https://www.novelestate.com/estate_view.html?id=A12562,https://novelestate.com/images/estate/22903/4.jpg,rent,Тафталиџе 1,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 52 m2.
 Екстра: Клима, Сопствено парно, Лифт, Паркинг.
 Цена: 380 EUR",,
A15292,55 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A15292,https://novelestate.com/images/estate/27579/9.jpg,rent,Центар - Универзална Сала,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Центар - Универзална Сала со површина од 55 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 450 EUR",,
A14405,47 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A14405,https://novelestate.com/images/estate/26129/2.jpg,rent,Кисела Вода,,1,2,Празен,1,,"Се издава празен стан во Скопје, Кисела Вода со површина од 47 m2.
 Екстра: Централно Парно, Лифт.
 Цена: 300 EUR",Yes,
A15217,33 m²,1,270 €,https://www.novelestate.com/estate_view.html?id=A15217,https://novelestate.com/images/estate/27429/2.jpg,rent,Центар,,,1,Празен,1,,"Се издава празен стан во Скопје, Центар со површина од 33 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 270 EUR",Yes,
A11816,34 m²,1,250 €,https://www.novelestate.com/estate_view.html?id=A11816,https://novelestate.com/images/estate/21625/Se-izdava-garsonjera-sproti-Olimpiko-vo-Taftalidze.jpeg,rent,Тафталиџе 2,,,7,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 2 со површина од 34 m2.
 Екстра: Клима, Централно Парно, Лифт, Паркинг.
 Цена: 250 EUR",Yes,
A15481,47 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A15481,https://novelestate.com/images/estate/27879/5.jpg,rent,Карпош 1,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 1 со површина од 47 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 400 EUR",Yes,
A12510,66 m²,3,680 €,https://www.novelestate.com/estate_view.html?id=A12510,https://novelestate.com/images/estate/22812/Dnevna_01.jpg,rent,Аеродром,,2,18,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 66 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 680 EUR",Yes,
A15354,88 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A15354,https://novelestate.com/images/estate/27670/0.jpeg,rent,Аеродром - Нова Железничка,бул.Кузман Јосифовски Питу,2,7,Наместен,2,,"Се издава наместен стан во Скопје, Аеродром - Нова Железничка со површина од 88 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 500 EUR",Yes,
A15086,176 m²,4,1200 €,https://www.novelestate.com/estate_view.html?id=A15086,https://novelestate.com/images/estate/27223/fb02c912-fe9c-4cde-962b-bc1eb2718eef.jpg,rent,Волково,Верина,3,2,Наместен,2,,"Се издава наместен стан во Скопје, Волково со површина од 176 m2.
 Екстра: Централно Парно, Нова Зграда, Паркинг.
 Цена: 1200 EUR",Yes,
A14394,64 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A14394,https://novelestate.com/images/estate/26107/izdavam-nov-stan-od-64m2-vo-crnice.jpeg,rent,Црниче,ул.Востаничка,2,4,Наместен,1,,"Се издава наместен стан во Скопје, Црниче со површина од 64 m2.
 Екстра: Клима, Лифт, Паркинг.
 Цена: 500 EUR",,
A14992,35 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A14992,https://novelestate.com/images/estate/27091/4.jpg,rent,Кисела Вода,,1,8/8,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 35 m2.
 Екстра: Клима, Лифт.
 Цена: 250 EUR",,
A15515,65 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A15515,https://novelestate.com/images/estate/27925/1.jpg,rent,Центар,ул. Афузпашина,2,5,Наместен,1,2023,"Се издава наместен стан во Скопје, Центар со површина од 65 m2.
 Екстра: Сопствено парно, Лифт, Нова Зграда, Клима.
 Цена: 450 EUR",,
A13989,90 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A13989,https://novelestate.com/images/estate/25372/258207109_936474757280783_2476484449614326279_n.jpg,rent,Козле,,2,1,Наместен,2,,"Се издава наместен стан во Скопје, Козле со површина од 90 m2.
 Екстра: Клима, Сопствено парно, Паркинг.
 Цена: 500 EUR",,
A15335,60 m²,3,800 €,https://www.novelestate.com/estate_view.html?id=A15335,https://novelestate.com/images/estate/27640/9.jpeg,rent,Карпош 3,,2,2,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 3 со површина од 60 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 800 EUR",Yes,
A14476,50 m²,2,480 €,https://www.novelestate.com/estate_view.html?id=A14476,https://novelestate.com/images/estate/26263/1.jpeg,rent,Центар,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 50 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда.
 Цена: 480 EUR",,
A15021,45 m²,2,420 €,https://www.novelestate.com/estate_view.html?id=A15021,https://novelestate.com/images/estate/27136/2.jpeg,rent,Капиштец,ул.Елисие Поповски,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 45 m2.
 Екстра: Лифт, Нова Зграда, Клима, Централно Парно.
 Цена: 420 EUR",Yes,
A12644,40 m²,2,280 €,https://www.novelestate.com/estate_view.html?id=A12644,https://novelestate.com/images/estate/23048/Se-izdava-namesten-stan-vo-Novo-Lisice-.jpeg,rent,Ново Лисиче,,1,приземје,Празен,1,,"Се издава празен стан во Скопје, Ново Лисиче со површина од 40 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 280 EUR",Yes,
A14674,50 m²,2,260 €,https://www.novelestate.com/estate_view.html?id=A14674,https://novelestate.com/images/estate/26590/izdavam-stan-vo-aerodrom-50m2.jpeg,rent,Аеродром - Нова Железничка,ул.Владимир Комаров,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром - Нова Железничка со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 260 EUR",Yes,
A14821,47 m²,2,600 €,https://www.novelestate.com/estate_view.html?id=A14821,https://novelestate.com/images/estate/26828/se-izdava-luksuzno-namesten-stan.jpeg,rent,Аеродром,Cevahir Sky City,1,16,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 47 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 600 EUR",Yes,
A12029,40 m²,2,Please contact,https://www.novelestate.com/estate_view.html?id=A12029,https://novelestate.com/images/estate/21982/Stan-vo-blizina-na-City-Mall- (1).jpeg,rent,Карпош 3,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 3 со површина од 40 m2.
 Екстра: Клима, Централно Парно.
 Цена: 0 EUR",Yes,
A15206,80 m²,3,580 €,https://www.novelestate.com/estate_view.html?id=A15206,https://novelestate.com/images/estate/27405/2.jpeg,rent,Козле,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Козле со површина од 80 m2.
 Екстра: Клима, Греење на струја.
 Цена: 580 EUR",,
A0224,45 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A0224,https://novelestate.com/images/estate/1183/viber_image_2025-07-07_11-27-09-761.jpg,rent,Кисела Вода,,,високо  приземје,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 45 m2.
 Екстра: Греење на струја.
 Цена: 300 EUR",,
A15514,120 m²,4,450 €,https://www.novelestate.com/estate_view.html?id=A15514,https://novelestate.com/images/estate/27924/14.jpg,rent,Козле,,3,1 и 2,Наместен,2,,"Се издава наместен стан во Скопје, Козле со површина од 120 m2.
 Екстра: Клима, Греење на струја.
 Цена: 450 EUR",,
A15513,77 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A15513,https://novelestate.com/images/estate/27923/1.jpeg,rent,Центар,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 77 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 450 EUR",,
A15512,63 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A15512,https://novelestate.com/images/estate/27922/1.jpeg,rent,Центар,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 63 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 450 EUR",Yes,
A15511,54 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15511,https://novelestate.com/images/estate/27921/2.jpeg,rent,Карпош 3,,1,5,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 3 со површина од 54 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 350 EUR",Yes,
A15510,58 m²,2,380 €,https://www.novelestate.com/estate_view.html?id=A15510,https://novelestate.com/images/estate/27920/7.jpeg,rent,Капиштец,,1,10,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 58 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 380 EUR",Yes,
A15509,55 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A15509,https://novelestate.com/images/estate/27919/3.jpeg,rent,Центар,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 55 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 300 EUR",Yes,
A15508,96 m²,3,600 €,https://www.novelestate.com/estate_view.html?id=A15508,https://novelestate.com/images/estate/27918/1.jpeg,rent,Тафталиџе 1,,2,4,Наместен,2,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 96 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 600 EUR",Yes,
A15507,40 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15507,https://novelestate.com/images/estate/27917/3.jpeg,rent,Центар,,1,4/5,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 40 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда.
 Цена: 350 EUR",,
A15506,50 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A15506,https://novelestate.com/images/estate/27916/4.jpeg,rent,Дебар Маало,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 500 EUR",Yes,
A15505,50 m²,2,880 €,https://www.novelestate.com/estate_view.html?id=A15505,https://novelestate.com/images/estate/27915/7.jpeg,rent,Центар,,1,11,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 880 EUR",Yes,
A15504,55 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A15504,https://novelestate.com/images/estate/27914/1.jpeg,rent,11ти Октомври,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, 11ти Октомври со површина од 55 m2.
 Екстра: Клима, Сопствено парно, Паркинг.
 Цена: 350 EUR",,
A15503,53 m²,3,380 €,https://www.novelestate.com/estate_view.html?id=A15503,https://novelestate.com/images/estate/27913/2.jpeg,rent,Центар,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 53 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 380 EUR",Yes,
A15502,47 m²,2,360 €,https://www.novelestate.com/estate_view.html?id=A15502,https://novelestate.com/images/estate/27912/1.jpeg,rent,Дебар Маало,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 47 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 360 EUR",Yes,
A15501,61 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A15501,https://novelestate.com/images/estate/27911/3.jpeg,rent,Карпош 2,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 2 со површина од 61 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 400 EUR",Yes,
A15500,41 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15500,https://novelestate.com/images/estate/27910/3.jpeg,rent,Аеродром,,1,високо  приземје,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 41 m2.
 Екстра: Клима, Греење на струја, Лифт.
 Цена: 350 EUR",,
